country_code,year,fiscal_balance_pct_gdp,gross_debt_pct_gdp
CHE,2013,-0.4247764484217765,41.22210710147932
CHE,2014,-0.2422255517619501,41.2444209074375
CHE,2015,0.5364409014377888,41.44021162236367
CHE,2016,0.2345789078401956,40.30187893950582
CHE,2017,1.111711424712433,41.0806274755999
CHE,2018,1.26322161404734,38.96174735584209
CHE,2019,1.313813987797023,38.83138787548818
CHE,2020,-2.957179374172352,42.38285507669367
CHE,2021,-0.2807242638793185,39.74208790058317
CHE,2022,1.149752979186306,35.89916209374411
CHE,2023,0.1179222068626069,37.27079373875982
CHE,2024,0.5291176475088519,40.49323832317464
CHE,2025,0.451748155968347,39.41780443453051
CHE,2026,0.2184639113276316,38.50124318247306
CHL,2010,-0.3627201066102852,8.60732748286502
CHL,2011,1.426790724655567,11.12688959591257
CHL,2012,0.6823432776649658,11.93907292023166
CHL,2013,-0.4702739375161424,12.7840635854368
CHL,2014,-1.496369799294959,15.0197478413305
CHL,2015,-2.088512586715614,17.37465983429909
CHL,2016,-2.660616390796672,21.10050502923743
CHL,2017,-2.627531097837932,23.65163895205535
CHL,2018,-1.482222521835487,25.79802800366635
CHL,2019,-2.730522533621885,28.32964162203819
CHL,2020,-7.095296374344252,32.38010144653067
CHL,2021,-7.525036176445147,36.44785722237135
CHL,2022,1.360194515370438,37.90733067857693
CHL,2023,-2.273933499777318,39.41519034404788
CHL,2024,-2.815110595932923,41.65014768530094
CHL,2025,-2.782431939184673,41.77403101318285
CHL,2026,-2.465378698469971,42.46504532998959
CHN,2010,-0.3557778715077602,33.34315903038917
CHN,2011,-0.09639114042328455,33.18408546840081
CHN,2012,-0.2967338504271571,33.82523616290098
CHN,2013,-0.8226630480252423,36.43767871963572
CHN,2014,-0.6717165018109083,39.30784706376122
CHN,2015,-2.499951607640762,40.7816264214773
CHN,2016,-3.326400681179841,50.03272001948159
CHN,2017,-3.338694381326941,53.89104434977215
CHN,2018,-4.20178960311223,55.87527300227607
CHN,2019,-6.004814894771729,59.83817892716098
CHN,2020,-9.56318208321288,70.13403144728633
CHN,2021,-5.901650463720486,72.13088388221529
CHN,2022,-7.318963870863348,77.29361332512715
CHN,2023,-6.707992103976313,84.08366877682947
CHN,2024,-7.107551299830916,90.42102801094507
CHN,2025,-7.867517096696648,99.23775052298024
CHN,2026,-8.153034256800758,106.8951255301874
CIV,2010,-1.336893709027724,45.61178123108534
CIV,2011,-2.889151121420914,50.02843393183759
CIV,2012,-2.2764883608245,24.69280790010438
CIV,2013,-1.620933143006006,24.6236587865078
CIV,2014,-1.568167655454317,26.70996084244709
CIV,2015,-2.042140374193963,29.17196454959674
CIV,2016,-2.978643552028812,31.11786380622006
CIV,2017,-3.274114529608486,32.59528748971809
CIV,2018,-2.904716592235403,35.31655222321236
CIV,2019,-2.2201901192928,37.21559826674248
CIV,2020,-5.41889411628011,46.31548263571067
CIV,2021,-4.88133403919163,50.16521065989256
CIV,2022,-6.74049905013079,56.03530886490841
CIV,2023,-5.118780634988414,56.7006307951853
CIV,2024,-3.963756238624453,59.45948168401703
CIV,2025,-3.002849215633164,56.32203972604968
CIV,2026,-3.041254894205961,55.065896281172
CMR,2010,-0.5712464065616388,13.98914394769139
CMR,2011,-1.545189017325537,15.86446676090261
CMR,2012,-1.216382338844056,14.87413024311038
CMR,2013,-3.542822649126473,17.47150514379879
CMR,2014,-3.36244494451847,20.70718776921445
CMR,2015,-2.85780653219284,31.62002983303513
CMR,2016,-5.785788264489585,32.1081960962227
CMR,2017,-3.682195367414465,36.53865759211254
CMR,2018,-2.296202187623216,38.33534038788819
CMR,2019,-3.645713119988881,41.5973713049088
CMR,2020,-3.518454682801935,44.89187280442041
CMR,2021,-2.881091081357959,47.15360297885707
CMR,2022,-1.111700817471031,45.57913803112643
CMR,2023,-0.639930841786943,43.55912401284451
CMR,2024,-1.509184361033731,43.41311305116374
CMR,2025,-2.009669570398925,40.35931446253922
CMR,2026,-1.668852479706128,39.30186671992269
COD,2010,-0.8028025437243842,31.79611537882012
COD,2011,-0.7058748387830059,7.813553630277721
COD,2012,1.925823360589129,7.583694975998399
COD,2013,3.496519760287691,8.26047570998371
COD,2014,3.871432940184388,8.741453998465829
COD,2015,-1.199233188542984,10.21218291543161
COD,2016,-0.9087372382380142,10.58019524066161
COD,2017,-0.01438477911864353,8.421405194488068
COD,2018,-1.34873531002374,9.191226174762816
COD,2019,-3.412014504581522,9.721041817557033
COD,2020,-3.488775934985288,11.5509339891292
COD,2021,-1.578938600162966,13.96729152078844
COD,2022,-0.8678167021764756,14.65048521570127
COD,2023,-1.594135081591111,15.6851366576958
COD,2024,-1.660667608475892,15.84112357735392
COD,2025,-2.752427199855862,20.20647551991351
COD,2026,-3.455230969646497,24.61320457695771
COG,2010,15.51710742502328,43.48701020937994
COG,2011,16.06509503146399,34.38993800129435
COG,2012,7.235995846287839,30.19758087962996
COG,2013,-2.849273704472372,33.93693309421682
COG,2014,-10.73220658287324,42.32297044428455
COG,2015,-17.80514785001764,74.1840970996227
COG,2016,-14.54225267634559,84.45333174102602
COG,2017,-5.570996106688534,88.47887262452755
COG,2018,5.22187398223339,71.22309199796263
COG,2019,4.303832358088156,77.6047001627498
COG,2020,-1.104885441813391,102.5136452293971
COG,2021,1.629394877521721,97.76442130798004
COG,2022,8.94412233984325,93.51541771257493
COG,2023,5.805340953252034,102.9086369149065
COG,2024,3.615402581368136,98.02835508922693
COG,2025,0.2795115542252374,96.84036823281555
COG,2026,0.4009131860955722,91.27853579846897
COL,2010,-3.302767226651975,36.4969726928315
COL,2011,-1.992975239440151,35.78339101996239
COL,2012,0.1547834178146399,33.96652677139569
COL,2013,-1.020743069433813,37.59225835139065
COL,2014,-1.744077029007357,43.31883696840057
COL,2015,-3.520222724689819,50.37476008336146
COL,2016,-2.273954363408981,49.90401864276688
COL,2017,-2.495518534233561,49.44855651935444
COL,2018,-4.66765203774594,51.76125884846167
COL,2019,-3.481774143234355,50.97145582612481
COL,2020,-7.124939125810665,65.2742271730585
COL,2021,-7.276340883564796,64.41654683204409
COL,2022,-6.357928155844791,61.29978185733683
COL,2023,-2.920348774711804,55.36443121583198
