country_code,country,year,gdp_per_capita,real_gdp_growth,inflation_rate,compulsory_education_years,population_65_plus_pct,fertility_rate,unemployment_rate,government_expenditure_pct_gdp,government_revenue_pct_gdp,gdp_deflator_inflation,current_account_pct_gdp,age_dependency_ratio,gross_capital_formation_pct_gdp,total_reserves_months_imports,savings_pct_gdp,exports_pct_gdp
SVK,Slovak Republic,2015,16442.0760860018,5.17687909722133,-0.325219777427673,10.0,14.1487853575038,1.4,11.492,40.6783469163369,38.18666488372,-0.185692827685429,-2.05103816352739,41.8080986794682,25.7777282551685,0.409871151529819,24.7290083004649,90.6938496191421
SVK,Slovak Republic,2016,16636.0769133073,1.94781841524558,-0.520010196278266,10.0,14.6624290456748,1.48,9.679,40.3193736538256,35.5754611590247,-0.390909342389534,-1.41742583384371,42.9974711861622,24.5392697834922,0.394893743615101,22.8352285271229,92.3116870095116
SVK,Slovak Republic,2017,17645.5298716761,2.87473327453695,1.31194588223228,10.0,15.2000556322042,1.52,8.142,37.0392854927539,36.5193524934037,1.18187258373648,-1.71807692688753,44.3936163689056,23.5559590901028,0.4577516603529,21.7851060927235,93.9524168738907
SVK,Slovak Republic,2018,19573.3717031314,4.06211981896483,2.51403712883812,10.0,15.7269155531126,1.54,6.544,37.1287832002824,36.4511446145216,2.10864838172743,-1.59262375291934,45.8020130464426,24.2014212638106,0.590389117198713,22.3447121840812,94.9268326476368
SVK,Slovak Republic,2019,19406.0589683582,2.27589910019393,2.66456133425431,10.0,16.259188968312,1.57,5.761,38.0979921157923,37.3077733089122,2.40120783642419,-3.51259174873162,47.1743766979644,24.0619105210669,0.82520427894618,20.4761050107317,91.8440865121276
SVK,Slovak Republic,2020,19735.4858280801,-2.58551241733207,1.93694126694223,10.0,16.7640891006244,1.59,6.719,42.1100121910824,37.0308080050777,2.40777956608554,-0.437071238574067,48.4093813779099,20.2268098788151,1.17945350641303,19.6429018939962,84.2983434485345
SVK,Slovak Republic,2021,22123.3342114545,5.6558588065555,3.14960629921268,11.0,17.1648882487724,1.63,6.894,42.3958276665658,37.7021998748493,2.24408410830694,-4.79283646505897,49.4568271263227,22.6863824228676,0.975004031053909,18.2938589017782,90.7618617591412
SVK,Slovak Republic,2022,21317.7943982363,0.544591632137454,12.7741463637611,11.0,17.5706371952843,1.57,6.143,39.7740575217895,39.2667210059404,7.33387458944816,-9.60893340616344,50.4641276809572,23.3083572565552,0.955725750911364,13.8086277152358,99.0674933921507
SVK,Slovak Republic,2023,24614.8734642794,2.11263633214959,10.5319476645211,11.0,18.0508365765507,1.49,5.843,39.7740575217895,40.1894910694299,10.0245901807717,-3.01849841620298,51.4188207516504,19.7276184665634,1.04081099987432,17.1583613151164,91.4935561325084
SVK,Slovak Republic,2024,25992.6748502048,1.93867445549446,2.75760909424272,11.0,18.5373993543753,1.46,5.3,39.7740575217895,39.3323818777902,3.39369719128545,-4.61427189349135,52.2037685532826,20.1257200812979,1.32312096154928,15.855666333081,85.4834989561279
